정류장번호,정류장명,위도,경도,정보수집일,모바일단축번호,도시코드,도시명,관리도시명
KUB352000563,삽제,35.63205,129.0550333,2025-10-31,6027,37020,경상북도 경주시,경주BIS
KUB352000564,대현4리A지구.외항,35.654248,129.064637,2025-10-31,3048,37020,경상북도 경주시,경주BIS
KUB352000565,대현4리B지구,35.664131,129.058882,2025-10-31,3050,37020,경상북도 경주시,경주BIS
KUB352000566,대현3리C지구,35.6692,129.0554333,2025-10-31,3053,37020,경상북도 경주시,경주BIS
KUB352000567,정원숯불.중리,35.67321667,129.0524333,2025-10-31,3211,37020,경상북도 경주시,경주BIS
KUB352000568,윗중리,35.67503333,129.0517333,2025-10-31,3198,37020,경상북도 경주시,경주BIS
KUB352000569,삼창농원,35.68085,129.05075,2025-10-31,3107,37020,경상북도 경주시,경주BIS
KUB352000570,동골,35.68783333,129.05225,2025-10-31,3061,37020,경상북도 경주시,경주BIS
KUB352000571,윗동골,35.69237681,129.0570399,2025-10-31,3194,37020,경상북도 경주시,경주BIS
KUB352000572,고강리,35.70311667,129.0590333,2025-10-31,3019,37020,경상북도 경주시,경주BIS
KUB352000573,범곡,35.71821667,129.0547167,2025-10-31,2059,37020,경상북도 경주시,경주BIS
KUB352000574,서편,35.72823333,129.05815,2025-10-31,3124,37020,경상북도 경주시,경주BIS
KUB352000575,동편,35.73531667,129.059,2025-10-31,3066,37020,경상북도 경주시,경주BIS
KUB352000576,점태골,35.73726667,129.0600333,2025-10-31,3208,37020,경상북도 경주시,경주BIS
KUB352000577,국민청소년수련관,35.7412,129.0611,2025-10-31,3028,37020,경상북도 경주시,경주BIS
KUB352000578,내일2리.소태,35.7623,129.0690667,2025-10-31,3032,37020,경상북도 경주시,경주BIS
KUB352000579,의곡초등학교,35.75385,129.0466833,2025-10-31,3101,37020,경상북도 경주시,경주BIS
KUB352000580,제공동,35.72486667,129.0306667,2025-10-31,3212,37020,경상북도 경주시,경주BIS
KUB352000581,거산,35.71916667,129.0285,2025-10-31,3006,37020,경상북도 경주시,경주BIS
KUB352000582,산수,35.7232575,129.0199219,2025-10-31,3103,37020,경상북도 경주시,경주BIS
KUB352000583,심천,35.71628495,129.0126513,2025-10-31,3156,37020,경상북도 경주시,경주BIS
KUB352000584,상신,35.73041667,129.01135,2025-10-31,3110,37020,경상북도 경주시,경주BIS
KUB352000585,하신,35.73541667,129.0096,2025-10-31,3234,37020,경상북도 경주시,경주BIS
KUB352000586,괘일,35.74735,129.003,2025-10-31,3026,37020,경상북도 경주시,경주BIS
KUB352000587,문산기도원입구,35.7518,129.0009,2025-10-31,3081,37020,경상북도 경주시,경주BIS
KUB352000588,하지리,35.7539,129.0125333,2025-10-31,3237,37020,경상북도 경주시,경주BIS
KUB352000589,상지리,35.7549,129.0218833,2025-10-31,3114,37020,경상북도 경주시,경주BIS
KUB352000590,상우라,35.8375,129.0313,2025-10-31,3112,37020,경상북도 경주시,경주BIS
KUB352000591,우라2리,35.83642244,129.0234519,2025-10-31,3186,37020,경상북도 경주시,경주BIS
KUB352000592,지경,35.82693333,129.0154,2025-10-31,3219,37020,경상북도 경주시,경주BIS
KUB352000593,우라1리,35.81153333,129.0134167,2025-10-31,3184,37020,경상북도 경주시,경주BIS
KUB352000594,상개태,35.80098333,129.0200667,2025-10-31,3109,37020,경상북도 경주시,경주BIS
KUB352000595,하개태,35.79821667,129.0223833,2025-10-31,3233,37020,경상북도 경주시,경주BIS
KUB352000596,다라곶,35.78950072,129.0212998,2025-10-31,3037,37020,경상북도 경주시,경주BIS
KUB352000597,산재입구,35.7879,129.0202833,2025-10-31,3105,37020,경상북도 경주시,경주BIS
KUB352000598,곧음터,35.78496667,129.02325,2025-10-31,3024,37020,경상북도 경주시,경주BIS
KUB352000599,개미골,35.77766655,129.0220498,2025-10-31,3004,37020,경상북도 경주시,경주BIS
KUB352000600,박다,35.77061593,129.0086042,2025-10-31,3085,37020,경상북도 경주시,경주BIS
KUB352000601,옻밭,35.76333333,129.0104667,2025-10-31,3181,37020,경상북도 경주시,경주BIS
KUB352000602,신원,35.7611,129.0105,2025-10-31,3147,37020,경상북도 경주시,경주BIS
KUB352000603,방동,35.75949003,129.0236539,2025-10-31,3089,37020,경상북도 경주시,경주BIS
KUB352000604,원두,35.75815,129.0307167,2025-10-31,3191,37020,경상북도 경주시,경주BIS
KUB352000605,무산고등학교,35.84617861,129.0976608,2025-10-31,3078,37020,경상북도 경주시,경주BIS
KUB352000606,천포초등학교,35.84427311,129.0945061,2025-10-31,3223,37020,경상북도 경주시,경주BIS
KUB352000607,햇님슈퍼,35.84299567,129.0924457,2025-10-31,3245,37020,경상북도 경주시,경주BIS
KUB352000608,건천IC,35.84001667,129.0863167,2025-10-31,3011,37020,경상북도 경주시,경주BIS
KUB352000609,송선1리선동,35.83578333,129.0797167,2025-10-31,3129,37020,경상북도 경주시,경주BIS
KUB352000610,송선1리달래창,35.83118333,129.07635,2025-10-31,3127,37020,경상북도 경주시,경주BIS
KUB352000611,송선2리절골,35.81776667,129.0725667,2025-10-31,3131,37020,경상북도 경주시,경주BIS
KUB352000612,우중골.단석산입구,35.80761667,129.0677833,2025-10-31,3187,37020,경상북도 경주시,경주BIS
KUB352000613,어머리,35.80185,129.0658,2025-10-31,3169,37020,경상북도 경주시,경주BIS
KUB352000614,감산,35.788175,129.055332,2025-10-31,3002,37020,경상북도 경주시,경주BIS
KUB352000615,해평상.윗널다리,35.77835147,129.0565761,2025-10-31,3240,37020,경상북도 경주시,경주BIS
KUB352000616,해평하.널다리,35.77401667,129.0556833,2025-10-31,3242,37020,경상북도 경주시,경주BIS
KUB352000617,동방주유소,35.76748333,129.0525167,2025-10-31,3063,37020,경상북도 경주시,경주BIS
KUB352000618,내일1리,35.76355,129.05095,2025-10-31,3092,37020,경상북도 경주시,경주BIS
KUB352000619,산내정류소,35.75748333,129.0455167,2025-10-31,3099,37020,경상북도 경주시,경주BIS
KUB352000620,내일1리,35.76361667,129.0508333,2025-10-31,3093,37020,경상북도 경주시,경주BIS
KUB352000621,내일리(회평),35.765848,129.051407,2025-10-31,3064,37020,경상북도 경주시,경주BIS
KUB352000622,해평하.널다리,35.7741,129.0556167,2025-10-31,3243,37020,경상북도 경주시,경주BIS
KUB352000623,해평상.윗널다리,35.77826667,129.05645,2025-10-31,3241,37020,경상북도 경주시,경주BIS
KUB352000624,감산,35.788395,129.055136,2025-10-31,3003,37020,경상북도 경주시,경주BIS
KUB352000625,어머리,35.80197018,129.0656853,2025-10-31,3168,37020,경상북도 경주시,경주BIS
KUB352000626,우중골.단석산입구,35.80774565,129.0676635,2025-10-31,3188,37020,경상북도 경주시,경주BIS
KUB352000627,송선2리절골,35.81787438,129.0724783,2025-10-31,3132,37020,경상북도 경주시,경주BIS
KUB352000628,송선1리달래창,35.83130324,129.0762,2025-10-31,3128,37020,경상북도 경주시,경주BIS
KUB352000629,송선1리선동,35.83589695,129.0795935,2025-10-31,3130,37020,경상북도 경주시,경주BIS
KUB352000630,건천IC,35.8403334,129.0863392,2025-10-31,3010,37020,경상북도 경주시,경주BIS
KUB352000631,햇님슈퍼,35.84297921,129.0921597,2025-10-31,3244,37020,경상북도 경주시,경주BIS
KUB352000632,천포초등학교,35.84490003,129.0952419,2025-10-31,3224,37020,경상북도 경주시,경주BIS
KUB352000633,무산고등학교,35.8464906,129.0979273,2025-10-31,3079,37020,경상북도 경주시,경주BIS
KUB352000634,회춘당한약방,35.84823333,129.1008167,2025-10-31,3247,37020,경상북도 경주시,경주BIS
KUB352000636,신전마을,35.803967,129.144163,2025-10-31,3179,37020,경상북도 경주시,경주BIS
KUB352000637,못밑,35.8502,129.085,2025-10-31,3077,37020,경상북도 경주시,경주BIS
KUB352000638,수룡골,35.85311667,129.0816667,2025-10-31,3135,37020,경상북도 경주시,경주BIS
KUB352000639,가척,35.85665573,129.0785833,2025-10-31,3001,37020,경상북도 경주시,경주BIS
KUB352000640,돈지마을,35.85738333,129.08555,2025-10-31,3060,37020,경상북도 경주시,경주BIS
KUB352000641,용명2리,35.87209457,129.0946118,2025-10-31,3083,37020,경상북도 경주시,경주BIS
KUB352000642,장승마을,35.86556766,129.0866148,2025-10-31,3205,37020,경상북도 경주시,경주BIS
KUB352000643,용명3리,35.87076415,129.1172539,2025-10-31,3182,37020,경상북도 경주시,경주BIS
KUB352000644,탑골마을,35.86699482,129.1190047,2025-10-31,3226,37020,경상북도 경주시,경주BIS
KUB352000645,한실.갈밭,35.86362188,129.1212757,2025-10-31,3239,37020,경상북도 경주시,경주BIS
KUB352000646,대곡2리,35.85424438,129.1218496,2025-10-31,3045,37020,경상북도 경주시,경주BIS
KUB352000647,대곡1리,35.84723381,129.121682,2025-10-31,3042,37020,경상북도 경주시,경주BIS
KUB352000648,건천4리,35.84803333,129.11135,2025-10-31,3008,37020,경상북도 경주시,경주BIS
KUB352000649,새마을,35.82092189,129.1231286,2025-10-31,3115,37020,경상북도 경주시,경주BIS
KUB352000650,모량2리회관,35.82150629,129.1275778,2025-10-31,3074,37020,경상북도 경주시,경주BIS
KUB352000651,새마을,35.82078655,129.1231369,2025-10-31,3116,37020,경상북도 경주시,경주BIS
KUB352000652,아랫마을,35.82325,129.1104333,2025-10-31,3159,37020,경상북도 경주시,경주BIS
KUB352000653,중마을,35.8228,129.1089667,2025-10-31,3217,37020,경상북도 경주시,경주BIS
KUB352000654,고양터,35.82155,129.1055,2025-10-31,3022,37020,경상북도 경주시,경주BIS
KUB352000655,방내,35.8211403,129.1024918,2025-10-31,3087,37020,경상북도 경주시,경주BIS
KUB352000656,고란회관,35.82912073,129.1405827,2025-10-31,1043,37020,경상북도 경주시,경주BIS
KUB352000657,반탕골,35.76240138,129.104717,2025-10-31,4083,37020,경상북도 경주시,경주BIS
KUB352000658,학동,35.76843315,129.111648,2025-10-31,4204,37020,경상북도 경주시,경주BIS
KUB352000659,돌고지,35.7688,129.12105,2025-10-31,4048,37020,경상북도 경주시,경주BIS
KUB352000660,백석,35.78656667,129.1290833,2025-10-31,3091,37020,경상북도 경주시,경주BIS
KUB352000661,신기,35.79273333,129.1351167,2025-10-31,3145,37020,경상북도 경주시,경주BIS
KUB352000662,태봉입구,35.79441667,129.1363667,2025-10-31,3227,37020,경상북도 경주시,경주BIS
KUB352000663,반도유보라 건너,35.804684,129.141588,2025-10-31,3149,37020,경상북도 경주시,경주BIS
KUB352000664,신전마을입구,35.802194,129.142779,2025-10-31,3174,37020,경상북도 경주시,경주BIS
KUB352000665,뒤들,35.80825311,129.1445417,2025-10-31,3068,37020,경상북도 경주시,경주BIS
KUB352000666,이조,35.7507,129.1981667,2025-10-31,4183,37020,경상북도 경주시,경주BIS
KUB352000667,화곡2리,35.7680337,129.1632637,2025-10-31,4210,37020,경상북도 경주시,경주BIS
KUB352000668,화곡1리,35.7763,129.16945,2025-10-31,4208,37020,경상북도 경주시,경주BIS
KUB352000669,화곡당수나무,35.77955004,129.1685234,2025-10-31,4212,37020,경상북도 경주시,경주BIS
KUB352000670,반자골,35.78341667,129.16745,2025-10-31,4082,37020,경상북도 경주시,경주BIS
KUB352000671,망성1리,35.79053333,129.1694833,2025-10-31,4060,37020,경상북도 경주시,경주BIS
KUB352000672,율동못안,35.79513333,129.1781833,2025-10-31,1288,37020,경상북도 경주시,경주BIS
KUB352000673,율동초등학교앞,35.79865,129.18165,2025-10-31,1289,37020,경상북도 경주시,경주BIS
KUB352000674,율동마을,35.80205746,129.1816828,2025-10-31,1286,37020,경상북도 경주시,경주BIS
KUB352000675,배바위,35.80970289,129.1822757,2025-10-31,1135,37020,경상북도 경주시,경주BIS
KUB352000676,황성베스티움아파트,35.868689,129.219773,2025-10-31,1134,37020,경상북도 경주시,경주BIS
KUB352000677,아화3리,35.90431667,129.0287667,2025-10-31,3160,37020,경상북도 경주시,경주BIS
KUB352000678,고지,35.90748333,129.02125,2025-10-31,6002,37020,경상북도 경주시,경주BIS
KUB352000679,마야병원,35.90813333,129.0164167,2025-10-31,6022,37020,경상북도 경주시,경주BIS
KUB352000680,고지삼거리,35.90768333,129.0107667,2025-10-31,6003,37020,경상북도 경주시,경주BIS
KUB352000681,임포정류장,35.9186301,129.0086459,2025-10-31,6042,37020,경상북도 경주시,경주BIS
KUB352000682,고지삼거리,35.90788333,129.0107167,2025-10-31,6004,37020,경상북도 경주시,경주BIS
KUB352000683,마야병원,35.90825,129.0164667,2025-10-31,6023,37020,경상북도 경주시,경주BIS
KUB352000684,고지,35.9077,129.0202667,2025-10-31,6001,37020,경상북도 경주시,경주BIS
KUB352000685,아화3리,35.90443333,129.02895,2025-10-31,3161,37020,경상북도 경주시,경주BIS
KUB352000686,애기지휴게소,35.90145721,129.0408768,2025-10-31,3167,37020,경상북도 경주시,경주BIS
KUB352000687,천촌,35.86276667,129.0343,2025-10-31,3220,37020,경상북도 경주시,경주BIS
KUB352000688,천촌하구,35.86423333,129.0341167,2025-10-31,3222,37020,경상북도 경주시,경주BIS
KUB352000689,서오상구,35.87413333,129.0376333,2025-10-31,3120,37020,경상북도 경주시,경주BIS
KUB352000690,서오중부,35.87608333,129.03785,2025-10-31,3121,37020,경상북도 경주시,경주BIS
KUB352000691,서오1리,35.88300112,129.0408589,2025-10-31,3118,37020,경상북도 경주시,경주BIS
KUB352000692,서맛골마을,35.88828746,129.043334,2025-10-31,3020,37020,경상북도 경주시,경주BIS
KUB352000693,도리2리회관,35.93142804,129.0856681,2025-10-31,3057,37020,경상북도 경주시,경주BIS
KUB352000694,당리,35.9286575,129.0770224,2025-10-31,3041,37020,경상북도 경주시,경주BIS
KUB352000695,중마을,35.91838572,129.077562,2025-10-31,3215,37020,경상북도 경주시,경주BIS
KUB352000696,도리보건소,35.92149558,129.0755263,2025-10-31,3058,37020,경상북도 경주시,경주BIS
KUB352000697,점말,35.92063026,129.0618068,2025-10-31,3207,37020,경상북도 경주시,경주BIS
KUB352000698,심곡못밑,35.90390348,129.0533354,2025-10-31,3155,37020,경상북도 경주시,경주BIS
KUB352000699,심곡,35.8992735,129.0501417,2025-10-31,3153,37020,경상북도 경주시,경주BIS
KUB352000700,도계,35.88384084,129.0542387,2025-10-31,3056,37020,경상북도 경주시,경주BIS
KUB352000701,능남.사애각,35.82358333,129.1870833,2025-10-31,1079,37020,경상북도 경주시,경주BIS
KUB352000702,능남.사애각,35.82411667,129.1879333,2025-10-31,1080,37020,경상북도 경주시,경주BIS
KUB352000703,중마을회관,35.85161667,129.1626833,2025-10-31,1306,37020,경상북도 경주시,경주BIS
KUB352000704,재동마을회관,35.84519924,129.1628447,2025-10-31,1295,37020,경상북도 경주시,경주BIS
KUB352000705,운대2리,35.888414,129.075316,2025-10-31,3189,37020,경상북도 경주시,경주BIS
KUB352000706,사라리,35.89114883,129.0728334,2025-10-31,3097,37020,경상북도 경주시,경주BIS
KUB352000707,팔우정,35.841133,129.215986,2025-10-31,1349,37020,경상북도 경주시,경주BIS
KUB352000708,광명,35.81998333,129.1498833,2025-10-31,1048,37020,경상북도 경주시,경주BIS
KUB352000709,광명,35.8199,129.14925,2025-10-31,1047,37020,경상북도 경주시,경주BIS
KUB352000710,율동,35.81526667,129.1731167,2025-10-31,1284,37020,경상북도 경주시,경주BIS
KUB352000711,효현,35.81541276,129.1792947,2025-10-31,1389,37020,경상북도 경주시,경주BIS
KUB352000712,효현고개,35.8211,129.1866333,2025-10-31,1391,37020,경상북도 경주시,경주BIS
KUB352000713,서악.무열왕릉,35.82588245,129.1895906,2025-10-31,1194,37020,경상북도 경주시,경주BIS
KUB352000714,서악.무열왕릉,35.82618333,129.1901167,2025-10-31,1195,37020,경상북도 경주시,경주BIS
KUB352000715,효현고개,35.8206,129.18675,2025-10-31,1392,37020,경상북도 경주시,경주BIS
KUB352000716,효현,35.81553333,129.18005,2025-10-31,1390,37020,경상북도 경주시,경주BIS
KUB352000717,율동,35.81518333,129.1728833,2025-10-31,1283,37020,경상북도 경주시,경주BIS
KUB352000718,모량초등학교,35.82343339,129.1324328,2025-10-31,3072,37020,경상북도 경주시,경주BIS
KUB352000719,모량역,35.82888333,129.1259333,2025-10-31,3075,37020,경상북도 경주시,경주BIS
KUB352000720,오방골,35.83138333,129.1231833,2025-10-31,3172,37020,경상북도 경주시,경주BIS
KUB352000721,금척,35.83423333,129.1198667,2025-10-31,3030,37020,경상북도 경주시,경주BIS
KUB352000722,열녀각,35.83681667,129.1168833,2025-10-31,3170,37020,경상북도 경주시,경주BIS
KUB352000723,조전,35.84306667,129.1095667,2025-10-31,3213,37020,경상북도 경주시,경주BIS
KUB352000724,대곡입구,35.84575,129.1064667,2025-10-31,3046,37020,경상북도 경주시,경주BIS
KUB352000725,건천시장,35.84786667,129.10465,2025-10-31,3013,37020,경상북도 경주시,경주BIS
KUB352000726,건천정류장,35.8523,129.1002333,2025-10-31,3016,37020,경상북도 경주시,경주BIS
KUB352000727,건천역,35.85409881,129.0985118,2025-10-31,3014,37020,경상북도 경주시,경주BIS
KUB352000728,장승마을,35.864232,129.086292,2025-10-31,3202,37020,경상북도 경주시,경주BIS
KUB352000729,윗장승,35.86998073,129.079546,2025-10-31,3196,37020,경상북도 경주시,경주BIS
KUB352000730,농공단지,35.87455,129.0736333,2025-10-31,3034,37020,경상북도 경주시,경주BIS
KUB352000731,월하,35.878091,129.070442,2025-10-31,3192,37020,경상북도 경주시,경주BIS
KUB352000732,사라.운대입구,35.882679,129.064892,2025-10-31,3094,37020,경상북도 경주시,경주BIS
KUB352000733,애기지휴게소,35.90157282,129.0402973,2025-10-31,3166,37020,경상북도 경주시,경주BIS
KUB352000734,아화정류장,35.89325,129.0504667,2025-10-31,3165,37020,경상북도 경주시,경주BIS
KUB352000735,아화삼거리,35.89096667,129.0543833,2025-10-31,3163,37020,경상북도 경주시,경주BIS
KUB352000736,사라.운대입구,35.882583,129.065211,2025-10-31,3095,37020,경상북도 경주시,경주BIS
KUB352000737,월하,35.87787,129.070746,2025-10-31,3193,37020,경상북도 경주시,경주BIS
KUB352000738,운대교,35.874186,129.07443,2025-10-31,3035,37020,경상북도 경주시,경주BIS
KUB352000739,윗장승,35.87009179,129.0796701,2025-10-31,3197,37020,경상북도 경주시,경주BIS
KUB352000740,장승마을,35.864157,129.086591,2025-10-31,3204,37020,경상북도 경주시,경주BIS
KUB352000741,신평입구,35.85808333,129.0945333,2025-10-31,3151,37020,경상북도 경주시,경주BIS
KUB352000742,건천역,35.85471667,129.0981667,2025-10-31,3015,37020,경상북도 경주시,경주BIS
KUB352000743,건천정류장,35.8522,129.1006,2025-10-31,3017,37020,경상북도 경주시,경주BIS
KUB352000744,건천시장,35.84853333,129.1042667,2025-10-31,3012,37020,경상북도 경주시,경주BIS
KUB352000745,대곡입구,35.84575,129.1066667,2025-10-31,3047,37020,경상북도 경주시,경주BIS
KUB352000746,조전,35.84313333,129.10975,2025-10-31,3214,37020,경상북도 경주시,경주BIS
KUB352000747,열녀각,35.83691298,129.1170642,2025-10-31,3171,37020,경상북도 경주시,경주BIS
KUB352000748,금척,35.83441184,129.1200358,2025-10-31,3031,37020,경상북도 경주시,경주BIS
KUB352000749,오방골,35.83153333,129.12325,2025-10-31,3173,37020,경상북도 경주시,경주BIS
KUB352000750,모량역,35.82891667,129.1261167,2025-10-31,3076,37020,경상북도 경주시,경주BIS
KUB352000751,모량1리 경로당,35.82497208,129.1305212,2025-10-31,3071,37020,경상북도 경주시,경주BIS
KUB352000752,경고지하도,35.842425,129.217431,2025-10-31,1027,37020,경상북도 경주시,경주BIS
KUB352000753,하구1리,35.88573333,129.17025,2025-10-31,5304,37020,경상북도 경주시,경주BIS
KUB352000754,상구1리,35.87735,129.1595,2025-10-31,5152,37020,경상북도 경주시,경주BIS
KUB352000755,상구2리,35.868619,129.154666,2025-10-31,5154,37020,경상북도 경주시,경주BIS
KUB352000756,야척,35.85746946,129.1610882,2025-10-31,1245,37020,경상북도 경주시,경주BIS
KUB352000757,팔우정,35.840936,129.215685,2025-10-31,1348,37020,경상북도 경주시,경주BIS
KUB352000758,천마총후문.황리단길,35.839752,129.211347,2025-10-31,1313,37020,경상북도 경주시,경주BIS
KUB352000759,성지마을,35.900272,129.285691,2025-10-31,5170,37020,경상북도 경주시,경주BIS
KUB352000760,강정마을,35.89815748,129.282696,2025-10-31,5026,37020,경상북도 경주시,경주BIS
KUB352000761,중방,35.8946,129.2872333,2025-10-31,5283,37020,경상북도 경주시,경주BIS
KUB352000762,갈곡마을,35.88745,129.2833667,2025-10-31,5011,37020,경상북도 경주시,경주BIS
KUB352000763,럭키아파트,35.865789,129.214527,2025-10-31,1118,37020,경상북도 경주시,경주BIS
KUB352000764,청우아파트,35.867958,129.217554,2025-10-31,1325,37020,경상북도 경주시,경주BIS
KUB352000765,한신아파트,35.870764,129.215517,2025-10-31,1364,37020,경상북도 경주시,경주BIS
KUB352000766,신당1리,35.90115985,129.2463481,2025-10-31,5181,37020,경상북도 경주시,경주BIS
KUB352000768,삼익아파트,35.871925,129.215834,2025-10-31,1177,37020,경상북도 경주시,경주BIS
KUB352000769,한신아파트,35.870898,129.215695,2025-10-31,1363,37020,경상북도 경주시,경주BIS
KUB352000770,청우아파트,35.86817,129.217914,2025-10-31,1324,37020,경상북도 경주시,경주BIS
KUB352000771,럭키아파트,35.865767,129.214729,2025-10-31,1119,37020,경상북도 경주시,경주BIS
KUB352028231,부영1단지 하차,35.67497951,129.3331311,2025-10-31,4281,37020,경상북도 경주시,경주BIS
KUB352028232,송대말등대,35.80944686,129.5097507,2025-10-31,2215,37020,경상북도 경주시,경주BIS
KUB352028233,명계1리.바탕골,35.71566046,129.2569439,2025-10-31,4282,37020,경상북도 경주시,경주BIS
KUB352028234,명계1리.바탕골,35.71548126,129.2574305,2025-10-31,4283,37020,경상북도 경주시,경주BIS
KUB352028235,명계저수지,35.72519599,129.2447182,2025-10-31,4284,37020,경상북도 경주시,경주BIS
KUB352028236,명계저수지,35.72541143,129.2446414,2025-10-31,4285,37020,경상북도 경주시,경주BIS
KUB352028237,덕천2리입구,35.74454412,129.1799315,2025-10-31,4286,37020,경상북도 경주시,경주BIS
KUB352028238,용락마을,35.86957263,129.2755883,2025-10-31,5544,37020,경상북도 경주시,경주BIS
KUB352028239,흥덕마을앞,35.78822485,129.4624591,2025-10-31,2216,37020,경상북도 경주시,경주BIS
KUB352028240,호동상리,35.81319991,129.462929,2025-10-31,2217,37020,경상북도 경주시,경주BIS
KUB352028241,두산경로당,35.7664018,129.4338522,2025-10-31,2218,37020,경상북도 경주시,경주BIS
KUB352028242,망정마을,35.68194153,129.4570862,2025-10-31,5545,37020,경상북도 경주시,경주BIS
KUB352028243,본내일입구,35.76009778,129.0484487,2025-10-31,3276,37020,경상북도 경주시,경주BIS
KUB352028244,외칠1리(방동),35.76003366,129.0218922,2025-10-31,3277,37020,경상북도 경주시,경주BIS
KUB352028245,소현마을,35.89344525,129.1810929,2025-10-31,5546,37020,경상북도 경주시,경주BIS
KUB352028246,내태못골,35.91804712,129.1496922,2025-10-31,5547,37020,경상북도 경주시,경주BIS
KUB352028247,내태1리,35.92000731,129.1477818,2025-10-31,5548,37020,경상북도 경주시,경주BIS
KUB352028248,국당2리,35.97570106,129.2876137,2025-10-31,5549,37020,경상북도 경주시,경주BIS
KUB352028249,단구교회,36.05073278,129.2452028,2025-10-31,5550,37020,경상북도 경주시,경주BIS
KUB352028250,IM뱅크용강지점,35.87666859,129.2283105,2025-10-31,1503,37020,경상북도 경주시,경주BIS
KUB352028251,불국사,35.78632278,129.3281579,2025-10-31,1504,37020,경상북도 경주시,경주BIS
KUB352028253,주상절리,35.68633576,129.4731603,2025-10-31,2220,37020,경상북도 경주시,경주BIS
KUB352028254,주상절리,35.68625154,129.4733124,2025-10-31,2219,37020,경상북도 경주시,경주BIS
KUB352028255,괘릉초등학교,35.75970023,129.3211053,2025-10-31,5551,37020,경상북도 경주시,경주BIS
KUB352028256,새천년미소 차고지,35.85161721,129.1691082,2025-10-31,1506,37020,경상북도 경주시,경주BIS
KUB352028257,냉천리,35.71437001,129.3001842,2025-10-31,4287,37020,경상북도 경주시,경주BIS
KUB352028258,가막골삼거리,35.87237149,129.1735459,2025-10-31,5552,37020,경상북도 경주시,경주BIS
KUB352028260,개나리아파트 건너,35.85009385,129.2089372,2025-10-31,1507,37020,경상북도 경주시,경주BIS
KUB352028261,개곡1리마을회관,35.72940998,129.3258697,2025-10-31,4288,37020,경상북도 경주시,경주BIS
KUB352028262,이견대,35.74572893,129.4849084,2025-10-31,2222,37020,경상북도 경주시,경주BIS
KUB352028263,왕신3리,35.93778162,129.2895142,2025-10-31,5553,37020,경상북도 경주시,경주BIS
KUB352028264,환서교,35.69364673,129.4488606,2025-10-31,2223,37020,경상북도 경주시,경주BIS
KUB352028265,본내일입구,35.75960253,129.0485604,2025-10-31,3278,37020,경상북도 경주시,경주BIS
KUB352028266,아화2리,35.89155486,129.0479496,2025-10-31,3279,37020,경상북도 경주시,경주BIS
KUB352028267,옥산마을,35.99013837,129.1669945,2025-10-31,5554,37020,경상북도 경주시,경주BIS
KUB352028268,평지마을,35.95916508,129.1388578,2025-10-31,5555,37020,경상북도 경주시,경주BIS
KUB352028269,성지1교,35.89588821,129.2788263,2025-10-31,5556,37020,경상북도 경주시,경주BIS
KUB352028270,상구2리구평마을,35.86668009,129.1543351,2025-10-31,5557,37020,경상북도 경주시,경주BIS
KUB352028271,옥산3리입구,35.99946574,129.171882,2025-10-31,5558,37020,경상북도 경주시,경주BIS
KUB352028272,방어,35.75664422,129.2912973,2025-10-31,4289,37020,경상북도 경주시,경주BIS
KUB352028273,원석산업앞,35.88425911,129.0671358,2025-10-31,5559,37020,경상북도 경주시,경주BIS
KUB352028274,동아사건너,35.79841653,129.4949322,2025-10-31,2224,37020,경상북도 경주시,경주BIS
KUB352028275,대본3리입구건너,35.75139128,129.4917854,2025-10-31,2225,37020,경상북도 경주시,경주BIS
KUB352028276,오목골,35.88178919,129.193885,2025-10-31,5560,37020,경상북도 경주시,경주BIS
KUB352028277,사방건널목,35.94252832,129.2335577,2025-10-31,5561,37020,경상북도 경주시,경주BIS
KUB352028278,사방건널목,35.94254217,129.2336606,2025-10-31,5562,37020,경상북도 경주시,경주BIS
KUB352028279,박달저수지,35.73356173,129.1106685,2025-10-31,4290,37020,경상북도 경주시,경주BIS
KUB352028280,율동마을입구,35.804956,129.184144,2025-10-31,1508,37020,경상북도 경주시,경주BIS
KUB352028281,(구)나원역,35.88545117,129.2146844,2025-10-31,5563,37020,경상북도 경주시,경주BIS
KUB352028282,엑스포삼거리건너,35.83452441,129.290216,2025-10-31,1509,37020,경상북도 경주시,경주BIS
KUB352028283,신전마을,35.80402556,129.1438876,2025-10-31,3280,37020,경상북도 경주시,경주BIS
KUB352028284,퍼스트데시앙,35.80180305,129.1371361,2025-10-31,3281,37020,경상북도 경주시,경주BIS
KUB352028285,퍼스트데시앙 건너,35.80173474,129.1369241,2025-10-31,3282,37020,경상북도 경주시,경주BIS
KUB352028286,화천초등학교,35.80439677,129.1367051,2025-10-31,3283,37020,경상북도 경주시,경주BIS
KUB352028287,화천초등학교 건너,35.80440922,129.1365118,2025-10-31,3284,37020,경상북도 경주시,경주BIS
KUB352028288,구어공단입구,35.70035399,129.318505,2025-10-31,4291,37020,경상북도 경주시,경주BIS
KUB352028289,가마골입구,35.87849222,129.1859651,2025-10-31,5564,37020,경상북도 경주시,경주BIS
KUB352028290,가마골입구 맞은편,35.87882075,129.1858607,2025-10-31,5565,37020,경상북도 경주시,경주BIS
KUB352028291,왕신보건소,35.96446552,129.2923572,2025-10-31,5566,37020,경상북도 경주시,경주BIS
KUB352028292,관성앞,35.66087678,129.4511822,2025-10-31,2226,37020,경상북도 경주시,경주BIS
