정류장번호,정류장명,위도,경도,정보수집일,모바일단축번호,도시코드,도시명,관리도시명
KUB352000035,하신,35.73486667,129.0098667,2025-10-31,3235,37020,경상북도 경주시,경주BIS
KUB352000036,양남초등학교.양남119지역대,35.6759834,129.4620006,2025-10-31,2163,37020,경상북도 경주시,경주BIS
KUB352000037,하별래,35.74465,129.2119167,2025-10-31,4202,37020,경상북도 경주시,경주BIS
KUB352000038,하곡리회관,35.98611667,129.1419333,2025-10-31,5302,37020,경상북도 경주시,경주BIS
KUB352000039,하개태,35.79821667,129.02225,2025-10-31,3232,37020,경상북도 경주시,경주BIS
KUB352000040,풍산아파트,35.99458333,129.1990833,2025-10-31,5298,37020,경상북도 경주시,경주BIS
KUB352000041,표충각,35.99553333,129.2041833,2025-10-31,5293,37020,경상북도 경주시,경주BIS
KUB352000042,포석정,35.8078,129.2099167,2025-10-31,1352,37020,경상북도 경주시,경주BIS
KUB352000043,팔조음지마을,35.78566667,129.464,2025-10-31,2162,37020,경상북도 경주시,경주BIS
KUB352000044,팔조양지마을,35.784,129.4693667,2025-10-31,2159,37020,경상북도 경주시,경주BIS
KUB352000045,효청보건고등학교,35.67045693,129.3369939,2025-10-31,4215,37020,경상북도 경주시,경주BIS
KUB352000046,태종하,35.70968333,129.07605,2025-10-31,3230,37020,경상북도 경주시,경주BIS
KUB352000047,태봉입구,35.79433333,129.1364833,2025-10-31,3228,37020,경상북도 경주시,경주BIS
KUB352000048,탑마을,35.74820445,129.4743006,2025-10-31,2157,37020,경상북도 경주시,경주BIS
KUB352000049,탑골마을,35.86686667,129.1188333,2025-10-31,3225,37020,경상북도 경주시,경주BIS
KUB352000050,큰대일.시동마을,35.75858333,129.2759167,2025-10-31,1338,37020,경상북도 경주시,경주BIS
KUB352000051,코오롱호텔,35.78683333,129.3245333,2025-10-31,1336,37020,경상북도 경주시,경주BIS
KUB352000052,축암,35.79376667,129.4067,2025-10-31,2155,37020,경상북도 경주시,경주BIS
KUB352000053,추원,35.81540555,129.3549645,2025-10-31,1327,37020,경상북도 경주시,경주BIS
KUB352000054,청령,35.91838333,129.2333833,2025-10-31,5291,37020,경상북도 경주시,경주BIS
KUB352000055,청구골드아파트,35.57225,129.1074167,2025-10-31,6048,37020,경상북도 경주시,경주BIS
KUB352000056,천촌하구,35.8642,129.03425,2025-10-31,3221,37020,경상북도 경주시,경주BIS
KUB352000058,천북.동산,35.89568333,129.2679333,2025-10-31,5286,37020,경상북도 경주시,경주BIS
KUB352000059,척현리,35.77931667,129.4443833,2025-10-31,2153,37020,경상북도 경주시,경주BIS
KUB352000060,소리못입구,35.90541516,129.2783261,2025-10-31,5171,37020,경상북도 경주시,경주BIS
KUB352000061,지초마을,35.73145088,129.2916289,2025-10-31,4196,37020,경상북도 경주시,경주BIS
KUB352000062,지경,35.82739732,129.0156156,2025-10-31,3218,37020,경상북도 경주시,경주BIS
KUB352000063,중보들.두산입구,35.77045431,129.4503708,2025-10-31,2148,37020,경상북도 경주시,경주BIS
KUB352000064,중간마을,35.83097885,129.4318759,2025-10-31,2146,37020,경상북도 경주시,경주BIS
KUB352000065,제일초등학교,35.99288333,129.2202167,2025-10-31,5279,37020,경상북도 경주시,경주BIS
KUB352000066,제네1리회관,35.72772269,129.2781667,2025-10-31,4192,37020,경상북도 경주시,경주BIS
KUB352000067,정원숯불.중리,35.67323333,129.0525667,2025-10-31,3210,37020,경상북도 경주시,경주BIS
KUB352000068,점태골,35.73723333,129.0601833,2025-10-31,3209,37020,경상북도 경주시,경주BIS
KUB352000069,점말,35.92054306,129.061927,2025-10-31,3206,37020,경상북도 경주시,경주BIS
KUB352000070,전촌삼거리,35.78821667,129.4898167,2025-10-31,2141,37020,경상북도 경주시,경주BIS
KUB352000071,전촌교,35.79106667,129.4915167,2025-10-31,2139,37020,경상북도 경주시,경주BIS
KUB352000072,전동고개,35.7966901,129.4921737,2025-10-31,2137,37020,경상북도 경주시,경주BIS
KUB352000073,장항.한수원본사,35.79454663,129.3949695,2025-10-31,2135,37020,경상북도 경주시,경주BIS
KUB352000074,장승마을,35.86564788,129.0865139,2025-10-31,3203,37020,경상북도 경주시,경주BIS
KUB352000075,장성,35.6123,129.0735333,2025-10-31,6043,37020,경상북도 경주시,경주BIS
KUB352000076,이조3리,35.7485,129.2063833,2025-10-31,4186,37020,경상북도 경주시,경주BIS
KUB352000077,이조,35.75041667,129.1978,2025-10-31,4182,37020,경상북도 경주시,경주BIS
KUB352000078,율동초등학교앞,35.79865,129.1818167,2025-10-31,1290,37020,경상북도 경주시,경주BIS
KUB352000079,율동못안,35.79503333,129.17825,2025-10-31,1287,37020,경상북도 경주시,경주BIS
KUB352000080,율동마을,35.80189307,129.1818343,2025-10-31,1285,37020,경상북도 경주시,경주BIS
KUB352000081,육통입구,36.0186,129.2264,2025-10-31,5270,37020,경상북도 경주시,경주BIS
KUB352000082,배동삼거리,35.79894657,129.1987226,2025-10-31,1282,37020,경상북도 경주시,경주BIS
KUB352000083,윗중리,35.67506667,129.0518667,2025-10-31,3199,37020,경상북도 경주시,경주BIS
KUB352000084,윗동골,35.69230192,129.0572539,2025-10-31,3195,37020,경상북도 경주시,경주BIS
KUB352000085,월천마을,35.72701667,129.3895333,2025-10-31,2130,37020,경상북도 경주시,경주BIS
KUB352000086,새마을,35.70733333,129.4160833,2025-10-31,2069,37020,경상북도 경주시,경주BIS
KUB352000087,월성맨션,35.84748807,129.2325305,2025-10-31,1281,37020,경상북도 경주시,경주BIS
KUB352000088,천북산업단지사거리,35.9383,129.27315,2025-10-31,5288,37020,경상북도 경주시,경주BIS
KUB352000089,원두,35.75805,129.0307,2025-10-31,3190,37020,경상북도 경주시,경주BIS
KUB352000090,원동구판장,35.74978333,129.2961667,2025-10-31,4177,37020,경상북도 경주시,경주BIS
KUB352000091,우방아파트,36.00424887,129.1972728,2025-10-31,5261,37020,경상북도 경주시,경주BIS
KUB352000092,우라2리,35.83650601,129.0232597,2025-10-31,3185,37020,경상북도 경주시,경주BIS
KUB352000093,우라1리,35.8116,129.0132833,2025-10-31,3183,37020,경상북도 경주시,경주BIS
KUB352000094,용장2리,35.76798564,129.1972101,2025-10-31,4165,37020,경상북도 경주시,경주BIS
KUB352000095,용산,35.75134819,129.2052543,2025-10-31,4161,37020,경상북도 경주시,경주BIS
KUB352000096,용강동대성주유소,35.87653,129.227103,2025-10-31,1268,37020,경상북도 경주시,경주BIS
KUB352000097,외동읍면체육관입구,35.71424019,129.3275234,2025-10-31,4157,37020,경상북도 경주시,경주BIS
KUB352000098,와읍,35.80036667,129.4318833,2025-10-31,2115,37020,경상북도 경주시,경주BIS
KUB352000099,옻밭,35.76295,129.01045,2025-10-31,3180,37020,경상북도 경주시,경주BIS
KUB352000100,용동보건소,35.8170118,129.4300578,2025-10-31,2122,37020,경상북도 경주시,경주BIS
KUB352000101,옥곡,35.95186667,129.2320333,2025-10-31,5249,37020,경상북도 경주시,경주BIS
KUB352000102,오리골마을,35.68621667,129.4543667,2025-10-31,2113,37020,경상북도 경주시,경주BIS
KUB352000103,오류2리,35.87561667,129.2102667,2025-10-31,5242,37020,경상북도 경주시,경주BIS
KUB352000104,영지,35.75496667,129.29565,2025-10-31,4150,37020,경상북도 경주시,경주BIS
KUB352000105,연안사거리,35.72641667,129.3205667,2025-10-31,4147,37020,경상북도 경주시,경주BIS
KUB352000106,언양성당,35.56878333,129.1147,2025-10-31,6039,37020,경상북도 경주시,경주BIS
KUB352000107,어일정류소,35.79375,129.44055,2025-10-31,2110,37020,경상북도 경주시,경주BIS
KUB352000108,어일시장앞,35.789633,129.441629,2025-10-31,2109,37020,경상북도 경주시,경주BIS
KUB352000109,양지마을,35.7666581,129.4372899,2025-10-31,2106,37020,경상북도 경주시,경주BIS
KUB352000110,양월2리,36.00005,129.2276333,2025-10-31,5226,37020,경상북도 경주시,경주BIS
KUB352000111,양북초중학교,35.78525,129.4430833,2025-10-31,2104,37020,경상북도 경주시,경주BIS
KUB352000112,문무대왕면 행정복지센터,35.791284,129.441785,2025-10-31,2102,37020,경상북도 경주시,경주BIS
KUB352000113,양동민속마을,35.99477443,129.2537995,2025-10-31,5217,37020,경상북도 경주시,경주BIS
KUB352000114,양동,35.6009,129.0815167,2025-10-31,6038,37020,경상북도 경주시,경주BIS
KUB352000116,옥산2리.옥산서원,36.007979,129.164752,2025-10-31,5251,37020,경상북도 경주시,경주BIS
KUB352000117,양남,35.67115,129.4631333,2025-10-31,2095,37020,경상북도 경주시,경주BIS
KUB352000118,암곡마을,35.86203333,129.3140333,2025-10-31,1242,37020,경상북도 경주시,경주BIS
KUB352000119,"안동2리,성편",35.79835,129.4216,2025-10-31,2092,37020,경상북도 경주시,경주BIS
KUB352000120,안동.기림사.골굴사입구,35.80273333,129.42345,2025-10-31,2089,37020,경상북도 경주시,경주BIS
KUB352000121,용동2리회관,35.8275635,129.4316631,2025-10-31,2120,37020,경상북도 경주시,경주BIS
KUB352000122,안강LH아파트,35.9935,129.2153,2025-10-31,5210,37020,경상북도 경주시,경주BIS
KUB352000123,옥산3리,36.00086667,129.1705833,2025-10-31,5253,37020,경상북도 경주시,경주BIS
KUB352000124,경주예일고,35.99401653,129.2113623,2025-10-31,5205,37020,경상북도 경주시,경주BIS
KUB352000125,경주안전체험관,36.02183333,129.2263,2025-10-31,5199,37020,경상북도 경주시,경주BIS
KUB352000126,안강동부정류장,35.99343564,129.2284224,2025-10-31,5197,37020,경상북도 경주시,경주BIS
KUB352000127,아화삼거리,35.89083333,129.0542333,2025-10-31,3162,37020,경상북도 경주시,경주BIS
KUB352000128,아화정류장,35.89313333,129.05035,2025-10-31,3164,37020,경상북도 경주시,경주BIS
KUB352000129,아진아파트,35.89845,129.2254333,2025-10-31,5195,37020,경상북도 경주시,경주BIS
KUB352000130,아랫상라,35.73091667,129.4432167,2025-10-31,2087,37020,경상북도 경주시,경주BIS
KUB352000131,아랫마을,35.82335,129.1103833,2025-10-31,3158,37020,경상북도 경주시,경주BIS
KUB352000132,심천,35.71616923,129.0128924,2025-10-31,3157,37020,경상북도 경주시,경주BIS
KUB352000133,심곡못밑,35.9039507,129.0531701,2025-10-31,3154,37020,경상북도 경주시,경주BIS
KUB352000134,심곡,35.89932915,129.0500209,2025-10-31,3152,37020,경상북도 경주시,경주BIS
KUB352000135,내남파출소,35.7746,129.2050167,2025-10-31,4174,37020,경상북도 경주시,경주BIS
KUB352000137,신평입구,35.85798333,129.0943833,2025-10-31,3150,37020,경상북도 경주시,경주BIS
KUB352000138,신을마을입구,35.75145355,129.1826664,2025-10-31,4142,37020,경상북도 경주시,경주BIS
KUB352000139,신원,35.761,129.0105167,2025-10-31,3146,37020,경상북도 경주시,경주BIS
KUB352000140,신서마을,35.66573333,129.4354667,2025-10-31,2083,37020,경상북도 경주시,경주BIS
KUB352000141,신라공고정문,35.89038333,129.2413167,2025-10-31,5189,37020,경상북도 경주시,경주BIS
KUB352000142,신당3리입구,35.90018333,129.2569667,2025-10-31,5187,37020,경상북도 경주시,경주BIS
KUB352000143,신기동,35.93773333,129.22345,2025-10-31,5179,37020,경상북도 경주시,경주BIS
KUB352000144,신기,35.79263333,129.1352333,2025-10-31,3144,37020,경상북도 경주시,경주BIS
KUB352000145,경주역(KTX),35.79895,129.140488,2025-10-31,3143,37020,경상북도 경주시,경주BIS
KUB352000146,시부걸,35.82365,129.3354,2025-10-31,1222,37020,경상북도 경주시,경주BIS
KUB352000147,시래마을,35.76983333,129.2879667,2025-10-31,1221,37020,경상북도 경주시,경주BIS
KUB352000148,시다하,35.72173333,129.0689667,2025-10-31,3138,37020,경상북도 경주시,경주BIS
KUB352000149,시다,35.71608333,129.0733833,2025-10-31,3136,37020,경상북도 경주시,경주BIS
KUB352000150,순지회관,35.74141785,129.2963919,2025-10-31,4134,37020,경상북도 경주시,경주BIS
KUB352000151,수렴마을,35.66636667,129.4626667,2025-10-31,2081,37020,경상북도 경주시,경주BIS
KUB352000152,송전리,35.76083333,129.428,2025-10-31,2080,37020,경상북도 경주시,경주BIS
KUB352000153,소현1리,35.89101667,129.1785,2025-10-31,5173,37020,경상북도 경주시,경주BIS
KUB352000154,소바지,35.79944258,129.4985054,2025-10-31,2077,37020,경상북도 경주시,경주BIS
KUB352000155,세원회관,35.72998333,129.30345,2025-10-31,4131,37020,경상북도 경주시,경주BIS
KUB352000156,세원삼거리,35.73155,129.2997833,2025-10-31,4130,37020,경상북도 경주시,경주BIS
KUB352000158,석촌마을,35.71165,129.4168,2025-10-31,2075,37020,경상북도 경주시,경주BIS
KUB352000159,석읍,35.72675,129.4134,2025-10-31,2073,37020,경상북도 경주시,경주BIS
KUB352000160,석계교,35.67968543,129.3144555,2025-10-31,4122,37020,경상북도 경주시,경주BIS
KUB352000161,석계1리회관,35.67571667,129.30435,2025-10-31,4120,37020,경상북도 경주시,경주BIS
KUB352000162,서편,35.72821667,129.0582833,2025-10-31,3123,37020,경상북도 경주시,경주BIS
KUB352000163,서오중부,35.87606667,129.0380333,2025-10-31,3122,37020,경상북도 경주시,경주BIS
KUB352000164,서오상구,35.87408333,129.0377667,2025-10-31,3119,37020,경상북도 경주시,경주BIS
KUB352000165,서오1리,35.88256071,129.0410579,2025-10-31,3117,37020,경상북도 경주시,경주BIS
KUB352000166,천북신당리,35.89234564,129.2467024,2025-10-31,5168,37020,경상북도 경주시,경주BIS
KUB352000167,샛대일,35.7527,129.278,2025-10-31,1183,37020,경상북도 경주시,경주BIS
KUB352000168,새창마을,36.00313333,129.22705,2025-10-31,5162,37020,경상북도 경주시,경주BIS
KUB352000169,새마을아랫마을,35.790343,129.193093,2025-10-31,4117,37020,경상북도 경주시,경주BIS
KUB352000170,새마을낚시터,35.7829953,129.1888303,2025-10-31,4115,37020,경상북도 경주시,경주BIS
KUB352000171,새마을금고,36.00176667,129.1967167,2025-10-31,5159,37020,경상북도 경주시,경주BIS
KUB352000172,새동네,35.85418333,129.3042667,2025-10-31,1181,37020,경상북도 경주시,경주BIS
KUB352000173,새각단,35.9085,129.23105,2025-10-31,5157,37020,경상북도 경주시,경주BIS
KUB352000174,상지리,35.75479226,129.0218968,2025-10-31,3113,37020,경상북도 경주시,경주BIS
KUB352000175,상신3리,35.73968779,129.1746316,2025-10-31,4111,37020,경상북도 경주시,경주BIS
KUB352000176,상신2리.귀계,35.74921667,129.1615167,2025-10-31,4109,37020,경상북도 경주시,경주BIS
KUB352000177,상신1리.청학동,35.74768333,129.13805,2025-10-31,4107,37020,경상북도 경주시,경주BIS
KUB352000178,상신1리.양지,35.75026667,129.1522333,2025-10-31,4105,37020,경상북도 경주시,경주BIS
KUB352000179,상신,35.73045,129.01155,2025-10-31,3111,37020,경상북도 경주시,경주BIS
KUB352000180,울산경의고등학교,35.58836667,129.0927333,2025-10-31,6033,37020,경상북도 경주시,경주BIS
KUB352000181,상북면행정복지센터,35.59145,129.0888833,2025-10-31,6031,37020,경상북도 경주시,경주BIS
KUB352000182,상북농공단지,35.61115,129.0748833,2025-10-31,6029,37020,경상북도 경주시,경주BIS
KUB352000183,상별래,35.7418,129.2208667,2025-10-31,4103,37020,경상북도 경주시,경주BIS
KUB352000184,상리마을.변전소,35.847038,129.241659,2025-10-31,1180,37020,경상북도 경주시,경주BIS
KUB352000185,상구2리,35.868614,129.154793,2025-10-31,5155,37020,경상북도 경주시,경주BIS
KUB352000186,상구1리,35.87726667,129.1596333,2025-10-31,5153,37020,경상북도 경주시,경주BIS
KUB352000187,상개태,35.80086667,129.0200333,2025-10-31,3108,37020,경상북도 경주시,경주BIS
KUB352000188,삽제,35.63205,129.0551833,2025-10-31,6028,37020,경상북도 경주시,경주BIS
KUB352000189,삽실마을,36.0157605,129.2544906,2025-10-31,5150,37020,경상북도 경주시,경주BIS
KUB352000190,삼창농원,35.68085,129.0506,2025-10-31,3106,37020,경상북도 경주시,경주BIS
KUB352000191,삼익아파트,35.871858,129.215918,2025-10-31,1178,37020,경상북도 경주시,경주BIS
KUB352000193,산재입구,35.78786667,129.0200667,2025-10-31,3104,37020,경상북도 경주시,경주BIS
KUB352000194,산수,35.72339294,129.0199051,2025-10-31,3102,37020,경상북도 경주시,경주BIS
KUB352000195,산대3리 회관앞,35.99921667,129.1961667,2025-10-31,5145,37020,경상북도 경주시,경주BIS
KUB352000196,의곡초등학교,35.75393333,129.04675,2025-10-31,3100,37020,경상북도 경주시,경주BIS
KUB352000197,산내정류소,35.75733333,129.0455167,2025-10-31,3098,37020,경상북도 경주시,경주BIS
KUB352000198,사일,35.71055,129.2722833,2025-10-31,4100,37020,경상북도 경주시,경주BIS
KUB352000199,사방회관,35.93825,129.2296833,2025-10-31,5139,37020,경상북도 경주시,경주BIS
KUB352000200,사방초등학교,35.93794708,129.2278529,2025-10-31,5137,37020,경상북도 경주시,경주BIS
KUB352000201,사방역,35.93816617,129.2323527,2025-10-31,5133,37020,경상북도 경주시,경주BIS
KUB352000202,사방다리목,35.92983333,129.2318333,2025-10-31,5131,37020,경상북도 경주시,경주BIS
KUB352000203,사라리,35.89103952,129.0729199,2025-10-31,3096,37020,경상북도 경주시,경주BIS
KUB352000204,비지마을,35.76915,129.10815,2025-10-31,4097,37020,경상북도 경주시,경주BIS
KUB352000205,불암마을,35.8230087,129.4316744,2025-10-31,2064,37020,경상북도 경주시,경주BIS
KUB352000206,북군삼거리,35.845852,129.256416,2025-10-31,1156,37020,경상북도 경주시,경주BIS
KUB352000207,부지2리,35.76090252,129.1936992,2025-10-31,4094,37020,경상북도 경주시,경주BIS
KUB352000208,부지1리,35.76641221,129.195475,2025-10-31,4092,37020,경상북도 경주시,경주BIS
KUB352000209,보치보마을,35.76787526,129.2847588,2025-10-31,1149,37020,경상북도 경주시,경주BIS
KUB352000210,보광사,35.73725,129.2354833,2025-10-31,4090,37020,경상북도 경주시,경주BIS
KUB352000211,베델기도원.달성교,36.05158333,129.23775,2025-10-31,5129,37020,경상북도 경주시,경주BIS
KUB352000212,범곡,35.71823333,129.0548833,2025-10-31,2058,37020,경상북도 경주시,경주BIS
KUB352000213,범곡,35.80096667,129.3750167,2025-10-31,2061,37020,경상북도 경주시,경주BIS
KUB352000214,백석,35.78666667,129.1289667,2025-10-31,3090,37020,경상북도 경주시,경주BIS
KUB352000215,백년예식장,35.991986,129.226154,2025-10-31,5127,37020,경상북도 경주시,경주BIS
KUB352000216,배바위,35.80972683,129.1824975,2025-10-31,1136,37020,경상북도 경주시,경주BIS
KUB352000217,방어리회관,35.75716667,129.28885,2025-10-31,4084,37020,경상북도 경주시,경주BIS
KUB352000218,방동,35.75937581,129.0235965,2025-10-31,3088,37020,경상북도 경주시,경주BIS
KUB352000219,방내,35.82130991,129.1024482,2025-10-31,3086,37020,경상북도 경주시,경주BIS
KUB352000220,반자골,35.7835,129.1676167,2025-10-31,4081,37020,경상북도 경주시,경주BIS
KUB352000221,박달3리.괘밭,35.72018333,129.1074333,2025-10-31,4078,37020,경상북도 경주시,경주BIS
KUB352000222,박달2리.도진방,35.7312,129.1105833,2025-10-31,4076,37020,경상북도 경주시,경주BIS
KUB352000223,박달1리.양삼,35.74759723,129.129715,2025-10-31,4074,37020,경상북도 경주시,경주BIS
KUB352000224,박다,35.77066512,129.0084558,2025-10-31,3084,37020,경상북도 경주시,경주BIS
KUB352000225,바탕골,35.71811747,129.2530984,2025-10-31,4072,37020,경상북도 경주시,경주BIS
KUB352000226,밀구,35.86928,129.093878,2025-10-31,3082,37020,경상북도 경주시,경주BIS
KUB352000228,물천2리.목실,35.87347711,129.2757927,2025-10-31,5122,37020,경상북도 경주시,경주BIS
KUB352000229,문화중고등학교입구,35.8449,129.1725,2025-10-31,1126,37020,경상북도 경주시,경주BIS
KUB352000230,문산기도원입구,35.75176667,129.00105,2025-10-31,3080,37020,경상북도 경주시,경주BIS
KUB352000231,문무왕릉.봉길해수욕장,35.73835,129.4836167,2025-10-31,2056,37020,경상북도 경주시,경주BIS
KUB352000232,무과리,35.90331667,129.1715333,2025-10-31,5120,37020,경상북도 경주시,경주BIS
KUB352000233,모량2리회관,35.82176667,129.1272833,2025-10-31,3073,37020,경상북도 경주시,경주BIS
KUB352000234,명대마을,35.71828333,129.41505,2025-10-31,2055,37020,경상북도 경주시,경주BIS
KUB352000235,명계1리,35.73058333,129.2373167,2025-10-31,4063,37020,경상북도 경주시,경주BIS
KUB352000236,면허시험장,35.57826667,129.1000333,2025-10-31,6024,37020,경상북도 경주시,경주BIS
KUB352000237,머수마을,35.77191554,129.1970335,2025-10-31,4061,37020,경상북도 경주시,경주BIS
KUB352000238,망성1리,35.79043333,129.1695667,2025-10-31,4059,37020,경상북도 경주시,경주BIS
KUB352000239,말방입구,35.7426,129.3176667,2025-10-31,4057,37020,경상북도 경주시,경주BIS
KUB352000240,말방2리회관,35.74613131,129.328085,2025-10-31,4054,37020,경상북도 경주시,경주BIS
KUB352000241,말무덤,35.74243333,129.28225,2025-10-31,4052,37020,경상북도 경주시,경주BIS
KUB352000242,등대삼거리,35.80773329,129.5023123,2025-10-31,2052,37020,경상북도 경주시,경주BIS
KUB352000243,뒤들,35.80821799,129.1446993,2025-10-31,3067,37020,경상북도 경주시,경주BIS
KUB352000244,둔전마을,35.75093333,129.2890167,2025-10-31,4050,37020,경상북도 경주시,경주BIS
KUB352000245,두산회관,35.76496667,129.4306333,2025-10-31,2051,37020,경상북도 경주시,경주BIS
KUB352000246,두류2리회관,35.96870301,129.1521785,2025-10-31,5104,37020,경상북도 경주시,경주BIS
KUB352000247,두류1리회관,35.98001667,129.1631,2025-10-31,5102,37020,경상북도 경주시,경주BIS
KUB352000248,동편,35.73525,129.0591167,2025-10-31,3065,37020,경상북도 경주시,경주BIS
KUB352000249,동산2리.새각단,35.89335,129.2662167,2025-10-31,5100,37020,경상북도 경주시,경주BIS
KUB352000250,동산1리,35.89732853,129.2704846,2025-10-31,5097,37020,경상북도 경주시,경주BIS
KUB352000251,동골,35.68775,129.05235,2025-10-31,3062,37020,경상북도 경주시,경주BIS
KUB352000252,돌고지,35.76871667,129.1212,2025-10-31,4049,37020,경상북도 경주시,경주BIS
KUB352000253,도초마을2호,35.800448,129.198398,2025-10-31,1100,37020,경상북도 경주시,경주BIS
KUB352000254,도리보건소,35.92156394,129.0756412,2025-10-31,3059,37020,경상북도 경주시,경주BIS
KUB352000255,나원입구,35.88191667,129.21315,2025-10-31,5059,37020,경상북도 경주시,경주BIS
KUB352000256,덕천마을회관,35.74870076,129.1751046,2025-10-31,4047,37020,경상북도 경주시,경주BIS
KUB352000257,덕천2리.신을마을,35.7457,129.1856167,2025-10-31,4044,37020,경상북도 경주시,경주BIS
KUB352000258,덕천1리회관,35.74844433,129.1749475,2025-10-31,4043,37020,경상북도 경주시,경주BIS
KUB352000259,덕천1리입구,35.75001569,129.1802446,2025-10-31,4040,37020,경상북도 경주시,경주BIS
KUB352000260,덕천1리.왕동,35.74486272,129.1765105,2025-10-31,4038,37020,경상북도 경주시,경주BIS
KUB352000261,덕산마을,35.88638333,129.2658,2025-10-31,5096,37020,경상북도 경주시,경주BIS
KUB352000262,덕동댐,35.832433,129.310556,2025-10-31,1094,37020,경상북도 경주시,경주BIS
KUB352000263,덕동교,35.82611667,129.3239333,2025-10-31,1093,37020,경상북도 경주시,경주BIS
KUB352000264,대현마을,35.72141667,129.4139167,2025-10-31,2046,37020,경상북도 경주시,경주BIS
KUB352000265,대현3리C지구,35.66926667,129.05555,2025-10-31,3052,37020,경상북도 경주시,경주BIS
KUB352000266,대현4리B지구,35.66306667,129.0593333,2025-10-31,3051,37020,경상북도 경주시,경주BIS
KUB352000267,대현4리A지구.외항,35.65416667,129.0648333,2025-10-31,3049,37020,경상북도 경주시,경주BIS
KUB352000268,대종교입구,35.74531879,129.4795713,2025-10-31,2045,37020,경상북도 경주시,경주BIS
KUB352000269,이견대,35.74566,129.484655,2025-10-31,2042,37020,경상북도 경주시,경주BIS
KUB352000270,대본1리,35.76045,129.4916833,2025-10-31,2040,37020,경상북도 경주시,경주BIS
KUB352000271,대림죽림정사,35.75061265,129.410487,2025-10-31,2038,37020,경상북도 경주시,경주BIS
KUB352000272,대동입구,35.96293333,129.23395,2025-10-31,5091,37020,경상북도 경주시,경주BIS
KUB352000273,대곡2리,35.8535408,129.1219434,2025-10-31,3044,37020,경상북도 경주시,경주BIS
KUB352000274,대곡1리,35.8473317,129.1221103,2025-10-31,3043,37020,경상북도 경주시,경주BIS
KUB352000275,당리,35.92867756,129.0768676,2025-10-31,3040,37020,경상북도 경주시,경주BIS
KUB352000276,달성사거리,36.0578,129.2431167,2025-10-31,5088,37020,경상북도 경주시,경주BIS
KUB352000277,다라곶,35.78963333,129.0212167,2025-10-31,3036,37020,경상북도 경주시,경주BIS
KUB352000278,능산,35.57573333,129.1041667,2025-10-31,6020,37020,경상북도 경주시,경주BIS
KUB352000279,농협창고앞,35.897,129.2659,2025-10-31,5076,37020,경상북도 경주시,경주BIS
KUB352000280,노동,35.79173689,129.453229,2025-10-31,2033,37020,경상북도 경주시,경주BIS
KUB352000281,노당주유소,36.03336667,129.22915,2025-10-31,5073,37020,경상북도 경주시,경주BIS
KUB352000282,노당2리.초제마을,36.02825,129.2278333,2025-10-31,5071,37020,경상북도 경주시,경주BIS
KUB352000283,노당1리,36.03751667,129.2303,2025-10-31,5069,37020,경상북도 경주시,경주BIS
KUB352000284,노곡2리,35.74105,129.2282333,2025-10-31,4034,37020,경상북도 경주시,경주BIS
KUB352000285,노곡1리,35.73616667,129.2038167,2025-10-31,4032,37020,경상북도 경주시,경주BIS
KUB352000286,냉천세태마을,35.71598333,129.3011167,2025-10-31,4028,37020,경상북도 경주시,경주BIS
KUB352000287,냉천2리,35.70995,129.2946167,2025-10-31,4026,37020,경상북도 경주시,경주BIS
KUB352000288,냉천1리,35.72054439,129.3050762,2025-10-31,4024,37020,경상북도 경주시,경주BIS
KUB352000290,내일2리.소태,35.76241667,129.06915,2025-10-31,3033,37020,경상북도 경주시,경주BIS
KUB352000292,내남면사무소,35.751282,129.199999,2025-10-31,4023,37020,경상북도 경주시,경주BIS
KUB352000293,남호비치타워,35.80490248,129.4970521,2025-10-31,2032,37020,경상북도 경주시,경주BIS
KUB352000294,남천교,35.56353333,129.1226167,2025-10-31,6012,37020,경상북도 경주시,경주BIS
KUB352000295,남성리마을입구,35.75282272,129.1845172,2025-10-31,4014,37020,경상북도 경주시,경주BIS
KUB352000296,나정리,35.77796667,129.49345,2025-10-31,2029,37020,경상북도 경주시,경주BIS
KUB352000297,나원초등학교,35.87023333,129.2030167,2025-10-31,5061,37020,경상북도 경주시,경주BIS
KUB352000299,(구)나원역,35.885512,129.214426,2025-10-31,5057,37020,경상북도 경주시,경주BIS
KUB352000300,나원산업,35.90316667,129.227,2025-10-31,5055,37020,경상북도 경주시,경주BIS
KUB352000301,나원사입구,35.89316667,129.21675,2025-10-31,5053,37020,경상북도 경주시,경주BIS
KUB352000302,나원3리,35.89415,129.2254333,2025-10-31,5051,37020,경상북도 경주시,경주BIS
KUB352000303,나아.원자력발전소후문,35.70040532,129.4705544,2025-10-31,2027,37020,경상북도 경주시,경주BIS
KUB352000304,기구마을,35.69973333,129.4198833,2025-10-31,2019,37020,경상북도 경주시,경주BIS
KUB352000305,근계2리회관,35.97925,129.2106333,2025-10-31,5042,37020,경상북도 경주시,경주BIS
KUB352000306,궁평,35.59696667,129.08575,2025-10-31,6008,37020,경상북도 경주시,경주BIS
KUB352000307,궁근정,35.61635,129.06715,2025-10-31,6006,37020,경상북도 경주시,경주BIS
KUB352000308,굴바우,35.80445,129.4333333,2025-10-31,2018,37020,경상북도 경주시,경주BIS
KUB352000309,국민청소년수련관,35.74115,129.0612333,2025-10-31,3029,37020,경상북도 경주시,경주BIS
